cuid,created_at,provider,model,survey,temperature,input_tokens,output_tokens,prompt_uid,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,R,C39
301b0b22-8fbd-4d19-a1e5-26ff738fe61a,2025-09-30T12:32:58Z,anthropic,claude-sonnet-4-5-20250929,fremantle,0,4020,242,NA,3,4,2,10,9,3,1,3,1,7,2,6,6,4,5,10,11,7,2,5,5,6,8,7,7,8,9,9,11,10,8,5,6,8,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,6,4,2,NA,NA,NA,NA,Prioritize safety and long-term functionality while preserving heritage through retention and targeted replacement of deteriorated components.,NA
c2bc831d-7dc3-449a-98d3-f0d0acea7af6,2025-09-30T11:13:08Z,openai,gpt-5,fremantle,1,3738,18492,NA,5,3,3,10,9,7,2,4,3,8,5,5,8,5,4,6,11,8,2,6,5,6,6,6,7,9,4,7,10,9,8,4,6,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,5,6,NA,NA,NA,NA,"Safety and long-term access first, better cycling, partial heritage kept, avoid costly widening",NA
3c951d20-3b15-4312-bb48-94b6a8b40d48,2025-09-30T11:19:12Z,openai,gpt-5,fremantle,1,3741,16632,NA,5,4,3,10,7,9,2,3,3,7,2,5,8,1,4,8,10,7,5,6,5,8,7,6,5,6,6,9,9,11,8,4,4,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,2,5,1,NA,NA,NA,NA,Prioritize safety navigation and long term efficiency modern bridge with retained heritage,NA
ab909f44-6da0-4fa5-aaa5-5aa3eeec9370,2025-09-30T11:24:21Z,openai,gpt-5,fremantle,1,3741,10490,NA,4,4,3,10,7,7,1,3,3,5,4,7,8,2,6,5,10,6,4,6,6,5,7,5,6,8,9,8,9,11,8,6,7,9,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,6,3,5,NA,NA,NA,NA,Prioritize safety and long term function navigation and access heritage and environment respected,NA
4709256f-456b-49d9-a4eb-2d713e6c7f91,2025-09-30T11:27:55Z,openai,gpt-5,fremantle,1,3741,12859,NA,4,1,2,10,8,6,2,4,3,9,5,5,8,3,4,7,10,5,3,7,5,6,7,6,7,9,7,8,9,11,8,5,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,2,1,4,NA,NA,NA,NA,Prioritize safety navigation and long term solutions while keeping heritage and bike walk access,NA
fb372e2f-d1e0-4adb-b313-d34ed659092c,2025-09-30T11:32:15Z,openai,gpt-5,fremantle,1,3741,9146,NA,4,2,3,9,7,7,5,3,1,7,5,4,9,3,4,10,10,7,5,6,5,6,6,6,6,8,6,8,9,11,8,4,5,8,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,6,3,5,NA,NA,NA,NA,Prioritize safety and long term efficiency for all users while preserving heritage where viable,NA
55727e5d-6012-4a5f-b2f4-fb7556d6d269,2025-09-30T12:22:11Z,xai,grok-4-fast-non-reasoning,fremantle,0,4050,221,NA,8,4,7,10,7,5,2,6,1,7,3,8,4,9,9,9,11,8,7,6,8,6,10,8,9,10,9,8,9,11,10,5,10,10,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,6,2,3,NA,NA,NA,NA,Prioritizing heritage preservation with practical safety upgrades over full replacement.,NA
a8b4a920-ee77-4132-814f-0221435ae3a0,2025-09-30T12:22:16Z,xai,grok-4-fast-non-reasoning,fremantle,0,4053,221,NA,8,4,7,11,10,9,2,5,2,6,3,8,6,8,10,5,11,6,9,6,8,6,5,7,9,7,10,8,7,11,9,4,10,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,3,6,NA,NA,NA,NA,Prioritizing heritage preservation with practical safety upgrades over full replacement.,NA
b8fc6b3b-3472-45d7-afbb-bfb016e1389f,2025-09-30T12:22:20Z,xai,grok-4-fast-non-reasoning,fremantle,0,4053,224,NA,7,1,8,10,8,7,2,8,4,6,3,9,5,8,10,9,11,6,9,4,7,8,9,8,7,9,9,9,10,11,8,7,10,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,1,2,3,NA,NA,NA,NA,"Prioritizing safety, heritage retention, and multi-modal access while minimizing disruption.",NA
2c7b8079-f3d4-42c2-aa62-8e4f9283b971,2025-09-30T12:22:24Z,xai,grok-4-fast-non-reasoning,fremantle,0,4053,228,NA,7,2,5,11,8,3,1,6,1,6,3,10,6,9,10,8,11,8,4,5,8,2,9,4,8,9,8,7,7,11,7,7,9,6,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,6,1,3,NA,NA,NA,NA,"Prioritizes safety, efficiency, and heritage preservation with new bridge for traffic and old for pedestrians.",NA
04b2248e-c78a-4218-94a8-bf623dba5532,2025-09-30T12:22:27Z,xai,grok-4-fast-non-reasoning,fremantle,0,4053,219,NA,5,2,3,11,7,4,2,4,2,6,3,5,6,6,3,8,10,7,3,5,6,7,8,7,8,9,7,9,9,10,8,4,4,8,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,2,6,NA,NA,NA,NA,Prioritize safety and efficiency while preserving heritage where viable.,NA
b461632d-1063-4b30-8b1b-3f7623a2710d,2025-09-30T12:27:02Z,anthropic,claude-sonnet-4-5-20250929,uppsala_speaks,0,3810,272,NA,6,6,3,4,6,4,3,6,4,2,5,5,2,5,5,4,3,6,4,3,5,3,4,3,3,3,4,3,5,6,3,6,5,6,2,2,3,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,6,1,4,2,NA,NA,NA,Support helping victims through source countries and accommodation while opposing bans on begging and giving.,4
67f1f3a2-0995-4581-89f5-3562f3d92825,2025-09-30T12:27:12Z,anthropic,claude-sonnet-4-5-20250929,uppsala_speaks,0,3810,269,NA,7,7,3,5,6,3,2,6,4,4,4,6,3,6,6,4,3,6,5,4,4,3,4,3,3,2,4,3,5,6,3,6,5,6,2,3,3,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,2,1,5,3,NA,NA,NA,Focus on root causes in source countries while providing support here but not enabling dependency,4
62ab10bb-efa5-45cd-b488-d843d490b07c,2025-09-30T12:27:23Z,anthropic,claude-sonnet-4-5-20250929,uppsala_speaks,0,3810,277,NA,6,6,3,4,6,3,3,5,4,3,4,5,3,5,4,4,3,5,4,3,4,3,4,3,3,2,4,3,4,5,3,5,4,6,3,2,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,7,1,6,2,NA,NA,NA,Address root causes in source countries while providing humanitarian support and enforcing laws fairly without criminalizing poverty or charity.,4
be428d91-9e05-4773-a41f-dbe5ae6c5701,2025-09-30T12:27:33Z,anthropic,claude-sonnet-4-5-20250929,uppsala_speaks,0,3810,278,NA,7,7,3,5,6,4,3,5,4,4,5,6,2,5,5,4,4,6,4,3,5,3,4,2,4,3,4,4,5,6,3,6,4,6,3,2,3,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,7,2,4,1,NA,NA,NA,Support helping beggars with accommodation while addressing root causes in source countries over punitive deportation or banning measures.,4
3b8c2b0c-abf3-4fc7-93b4-20038d27ebab,2025-09-30T12:27:43Z,anthropic,claude-sonnet-4-5-20250929,uppsala_speaks,0,3810,272,NA,5,6,3,4,5,3,2,5,4,3,4,5,3,5,5,4,3,5,4,3,4,3,4,3,3,3,3,3,4,5,3,5,4,6,3,2,3,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,7,1,5,2,NA,NA,NA,Address root causes in source countries while providing humanitarian support without criminalizing poverty or giving.,3
ebef8f14-d7da-42ea-ba3b-9cb0be3ac8ab,2025-09-30T10:23:38Z,openai,gpt-5,uppsala_speaks,1,3511,6941,NA,7,7,3,3,6,4,2,6,4,2,5,6,2,5,6,5,2,5,4,2,3,2,4,2,3,1,4,3,6,7,2,6,6,7,2,1,2,6,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,2,7,3,6,NA,NA,NA,Prefer banning begging and donations enforce laws limit housing help oppose aid to source countries,4
2078c682-3af6-4fa7-915f-b4cec1685cb7,2025-09-30T10:25:45Z,openai,gpt-5,uppsala_speaks,1,3511,6748,NA,7,6,3,5,6,4,3,7,4,3,4,5,2,6,5,6,3,5,4,2,3,2,4,2,3,1,3,3,5,6,2,6,6,7,2,2,2,5,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,4,2,NA,NA,NA,Prefer ban on begging and donations then housing roots enforce law not deportation,3
7d77f4e9-a443-4765-942c-c2dd955654cc,2025-09-30T10:27:23Z,openai,gpt-5,uppsala_speaks,1,3513,6557,NA,7,6,2,4,6,4,3,7,4,2,6,5,2,6,5,5,3,5,4,2,3,2,4,2,3,1,2,2,6,7,2,5,6,7,2,2,3,6,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,5,3,4,1,NA,NA,NA,Prioritize humane support and root causes enforce laws fairly oppose bans and deportation,4
c78dede4-33fc-47f6-8bb9-9588e75ac202,2025-09-30T10:29:27Z,openai,gpt-5,uppsala_speaks,1,3511,6302,NA,7,6,2,5,6,5,3,7,3,3,5,5,2,6,5,6,3,6,4,3,3,3,4,2,3,2,3,3,6,6,2,6,6,7,2,2,3,5,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,7,4,1,2,NA,NA,NA,Prioritize humane aid and source solutions while enforcing laws without harsh bans or deportation,3
65909d88-47e1-4d22-8f77-818e17372060,2025-09-30T12:17:28Z,openai,gpt-5,uppsala_speaks,1,3511,8030,NA,7,6,3,4,6,4,3,6,4,3,5,6,2,5,5,5,2,5,4,3,5,3,4,2,3,1,3,3,5,6,3,6,6,6,2,1,3,5,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,2,4,1,NA,NA,NA,Prioritize order limit street giving enforce laws help at source improve housing oppose deportation,4
10708aa4-238e-4867-aba1-109e566b49e7,2025-09-30T12:19:14Z,xai,grok-4-fast-non-reasoning,uppsala_speaks,0,3841,261,NA,6,6,5,6,6,5,4,7,5,4,5,5,5,6,6,6,5,6,4,7,5,4,4,3,5,5,6,5,5,5,4,6,6,6,5,3,4,3,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,6,1,3,4,NA,NA,NA,"Prioritize root causes abroad, enforce laws, then housing; oppose bans and deportations.",4
5bb5207b-e5ed-4754-b8e9-aad2dc121208,2025-09-30T12:19:22Z,xai,grok-4-fast-non-reasoning,uppsala_speaks,0,3841,257,NA,6,6,5,6,6,5,4,7,4,6,6,4,3,6,7,6,4,5,4,6,4,4,3,3,5,5,5,5,5,5,2,7,6,7,5,3,4,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,7,2,6,3,NA,NA,NA,Prioritize root causes and enforcement over bans or aid to avoid incentives.,4
2c074c67-76b8-434d-a9b7-4969cd717371,2025-09-30T12:19:28Z,xai,grok-4-fast-non-reasoning,uppsala_speaks,0,3841,261,NA,6,6,4,6,6,5,5,7,4,5,4,4,3,6,6,7,5,5,4,5,5,2,3,3,5,4,5,5,5,4,3,6,6,6,4,3,4,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,4,3,6,7,NA,NA,NA,"Balanced approach: enforce laws, address root causes, avoid enabling begging or over-accommodation.",4
f89f4a87-b83f-42c5-8fa5-096e7bea8719,2025-09-30T12:19:34Z,xai,grok-4-fast-non-reasoning,uppsala_speaks,0,3843,260,NA,6,6,5,5,5,5,5,6,5,6,5,3,3,6,6,6,5,5,3,5,5,4,2,4,5,5,6,5,5,4,2,6,6,6,5,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,4,1,3,7,NA,NA,NA,"Prioritize root causes in source countries, enforce laws, avoid enabling begging or settlements.",4
85a47748-3b2b-47c2-9415-ec3308d2225f,2025-09-30T12:19:38Z,xai,grok-4-fast-non-reasoning,uppsala_speaks,0,3841,257,NA,6,6,5,6,6,3,4,7,5,5,5,5,4,6,6,6,4,6,4,5,5,2,3,4,4,4,5,5,4,5,3,6,5,6,5,3,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,5,1,3,6,NA,NA,NA,"Prioritize root causes abroad, enforce laws, then restrict begging locally.",3
9a31e331-23cd-4dd8-8458-deb7ef0cc1b9,2025-09-30T12:31:35Z,anthropic,claude-sonnet-4-5-20250929,zh_winterthur,0,3291,210,NA,1,7,7,1,7,7,7,2,3,5,1,6,4,5,3,7,3,6,5,4,3,3,4,7,4,7,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,2,1,NA,NA,NA,NA,I prioritize research and local incentives over radical bans while opposing deregulation and status quo.,NA
e630cb7f-56a8-45aa-bcf5-ee0b0d879087,2025-09-30T12:31:45Z,anthropic,claude-sonnet-4-5-20250929,zh_winterthur,0,3291,210,NA,1,7,7,1,6,7,7,2,4,5,1,6,4,5,3,6,3,6,5,4,3,3,4,7,4,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,4,1,3,NA,NA,NA,NA,I prioritize local incentives and moderate regulation while supporting research over radical bans or deregulation.,NA
76db73d1-7b82-47fe-862f-a412b9d4bb85,2025-09-30T12:31:54Z,anthropic,claude-sonnet-4-5-20250929,zh_winterthur,0,3291,210,NA,1,7,7,1,6,7,7,3,3,5,1,6,4,5,3,7,3,6,6,4,2,3,5,7,4,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,4,3,1,NA,NA,NA,NA,I prioritize research and sustainable incentives over radical bans while opposing deregulation and status quo.,NA
db141147-6bfc-4c00-a9ed-cfd9c3b8c192,2025-09-30T12:32:08Z,anthropic,claude-sonnet-4-5-20250929,zh_winterthur,0,3291,209,NA,1,7,7,1,6,7,7,2,3,5,1,6,4,5,3,6,4,5,4,4,3,3,4,6,4,6,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,6,2,NA,NA,NA,NA,I support moderate regulation and incentives for sustainable farming over radical bans or deregulation approaches.,NA
20911cb0-fefa-4085-8ad6-ce03a93c84e2,2025-09-30T12:55:06Z,anthropic,claude-sonnet-4-5-20250929,zh_winterthur,0,3291,210,NA,1,7,7,2,7,7,7,2,5,5,1,6,4,5,4,6,3,5,5,5,4,4,4,7,5,7,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,4,1,NA,NA,NA,NA,I prioritize research and local incentives over radical bans while opposing deregulation and status quo.,NA
4a8a3317-10ba-476a-ab20-28736bdb636e,2025-09-30T11:05:05Z,openai,gpt-5,zh_winterthur,1,3015,6236,NA,1,7,7,1,7,7,7,2,5,3,1,6,3,5,3,6,2,6,3,2,5,2,5,7,5,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,4,3,2,NA,NA,NA,NA,"Favor moderate rules and research then local incentives, oppose deregulation and no change",NA
95a7b32a-474e-4ede-996a-a784b5b3208c,2025-09-30T11:06:38Z,openai,gpt-5,zh_winterthur,1,3015,4507,NA,1,7,7,1,7,7,7,2,5,3,1,7,4,5,3,7,3,6,3,4,5,2,5,7,5,7,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,5,2,3,NA,NA,NA,NA,Prefer moderate regulation plus local incentives and research oppose deregulation and extreme bans,NA
8c6e5d40-13c7-440c-89d6-86266dc4c0e4,2025-09-30T11:07:53Z,openai,gpt-5,zh_winterthur,1,3015,7394,NA,1,7,7,1,7,7,7,2,6,3,1,6,4,5,3,7,2,6,3,3,6,3,5,7,5,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,5,3,2,NA,NA,NA,NA,1 research 2 radical regulation 3 local incentives 4 status quo 5 moderate 6 less regulation,NA
36167475-765d-4c07-bc01-5f749532e450,2025-09-30T11:09:59Z,openai,gpt-5,zh_winterthur,1,3015,4827,NA,1,7,7,1,7,7,7,2,5,3,1,6,3,5,3,7,2,6,3,3,3,2,5,7,5,7,6,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,4,2,3,NA,NA,NA,NA,Favor moderate regulation research local incentives over radical oppose deregulation and status quo,NA
f8e4d379-901d-4cf7-b63d-bbe88b85bd93,2025-09-30T11:11:30Z,openai,gpt-5,zh_winterthur,1,3015,4827,NA,1,7,7,1,7,7,7,2,5,3,1,6,4,5,3,6,2,6,3,3,6,2,5,7,5,7,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,5,3,2,NA,NA,NA,NA,"Support moderate regulation, research and incentives; reject deregulation and radical bans",NA
5ba53148-0a29-4f7e-9be4-dde555af05d3,2025-09-30T12:21:38Z,xai,grok-4-fast-non-reasoning,zh_winterthur,0,3376,190,NA,2,7,7,2,7,7,7,2,5,5,1,7,4,6,4,7,3,6,6,5,3,4,4,7,6,7,6,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,5,4,2,NA,NA,NA,NA,I favor moderate regulations and research for balanced sustainability without extremes.,NA
868d27f4-e281-4f41-b2c4-3e161a860fc5,2025-09-30T12:21:42Z,xai,grok-4-fast-non-reasoning,zh_winterthur,0,3376,192,NA,2,7,7,2,7,7,7,3,5,5,1,7,5,6,3,7,2,6,6,6,4,4,3,7,6,7,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,3,1,4,NA,NA,NA,NA,I prioritize incentives and research for sustainable farming over deregulation or radical bans.,NA
c8feba44-1b57-44b8-925f-0d4b86f665b5,2025-09-30T12:21:57Z,xai,grok-4-fast-non-reasoning,zh_winterthur,0,3376,193,NA,2,7,7,2,7,7,7,3,5,6,2,7,5,6,4,7,3,6,6,5,3,4,5,7,6,7,6,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,4,2,1,NA,NA,NA,NA,"I prioritize balanced, incentive-based policies for sustainability over radical changes or deregulation.",NA
b18e84fd-f5c8-4592-bf1f-560991bba484,2025-09-30T12:22:02Z,xai,grok-4-fast-non-reasoning,zh_winterthur,0,3376,193,NA,1,7,7,1,7,7,7,2,5,6,1,6,5,6,4,6,3,6,5,5,4,3,3,7,5,7,6,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,3,1,4,NA,NA,NA,NA,I prioritize incentives and research for sustainable progress over radical changes or status quo.,NA
e0239f5b-986e-457d-8ab6-4fb361d2ce95,2025-09-30T12:23:40Z,xai,grok-4-fast-non-reasoning,zh_winterthur,0,3376,192,NA,2,7,7,2,7,7,7,2,5,5,1,7,5,6,5,7,3,6,5,6,4,4,4,7,6,7,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,5,2,1,NA,NA,NA,NA,I prioritize research and incentives for sustainability over radical changes or status quo.,NA
